timestamp;temperature;power_output;irradiance
2020-04-12 05:45:00+00:00;8.75;31.36086667;46.11
2020-04-12 06:00:00+00:00;9.53;52.0166;115.13
2020-04-12 06:15:00+00:00;10.34;80.92733333;153
2020-04-12 06:30:00+00:00;11.16;111.6231333;190.44
2020-04-12 06:45:00+00:00;12.19;137.1767333;227.51
2020-04-12 07:00:00+00:00;13.11;160.3786;281.19
2020-04-12 07:15:00+00:00;13.8;183.3235333;320.99
2020-04-12 07:30:00+00:00;14.55;203.2149333;359.08
2020-04-12 07:45:00+00:00;15.38;221.4047333;395.69
2020-04-12 08:00:00+00:00;16.13;237.6539333;443.44
2020-04-12 08:15:00+00:00;16.83;251.2928667;480.73
2020-04-12 08:30:00+00:00;17.54;263.9007333;507.72
2020-04-12 08:45:00+00:00;18.05;275.9391333;525.69
2020-04-12 09:00:00+00:00;18.55;286.1070667;481.09
2020-04-12 09:15:00+00:00;18.96;293.5736;521.47
2020-04-12 09:30:00+00:00;19.28;302.8416667;564.59
2020-04-12 09:45:00+00:00;19.56;308.094;610.12
2020-04-12 10:00:00+00:00;19.87;311.7435333;677.3
2020-04-12 10:15:00+00:00;20.23;311.0013333;700.98
2020-04-12 10:30:00+00:00;20.54;320.3217333;719.1
2020-04-12 10:45:00+00:00;20.66;327.6201333;732.36
2020-04-12 11:00:00+00:00;20.67;337.2491333;724.39
2020-04-12 11:15:00+00:00;20.74;257.3790667;726.82
2020-04-12 11:30:00+00:00;20.73;183.5061333;680.64
2020-04-12 11:45:00+00:00;20.49;166.5993333;591.93
2020-04-12 12:00:00+00:00;20.5;110.338;741.43
2020-04-12 12:15:00+00:00;21.04;147.2473333;647.81
2020-04-12 12:30:00+00:00;21.51;59.598;437.13
2020-04-12 12:45:00+00:00;21.29;165.5073333;124.02
2020-04-12 13:00:00+00:00;22.05;219.6386667;666.14
2020-04-12 13:15:00+00:00;21.88;77.31466667;675.56
2020-04-12 13:30:00+00:00;21.74;187.8253333;672.26
2020-04-12 13:45:00+00:00;21.78;78.68066667;657.85
2020-04-12 14:00:00+00:00;21.96;61.43733333;618.8
2020-04-12 14:15:00+00:00;22.62;58.242;592.81
2020-04-12 14:30:00+00:00;23.12;194.358;565.91
2020-04-12 14:45:00+00:00;22.37;69.064;538.22
2020-04-12 15:00:00+00:00;21.76;126.734;492
2020-04-12 15:15:00+00:00;21.68;90.45133333;456.41
2020-04-12 15:30:00+00:00;21.4;104.6746667;420.6
2020-04-12 15:45:00+00:00;21.73;75.58666667;384.58
2020-04-12 16:00:00+00:00;22.39;63.35066667;327.88
2020-04-12 16:15:00+00:00;22.06;50.82;288.57
2020-04-12 16:30:00+00:00;21.18;32.09666667;248.5
2020-04-12 16:45:00+00:00;20.74;19.774;207.77
2020-04-12 17:00:00+00:00;20.72;16.99333333;113.64
2020-04-12 17:15:00+00:00;20.59;12.03866667;91.03
2020-04-12 17:30:00+00:00;19.95;11.96733333;71.85
2020-04-12 17:45:00+00:00;19.47;8.156666667;55.67
2020-04-12 18:00:00+00:00;18.97;2.290666667;17.15
2020-04-12 18:15:00+00:00;17.62;0.036666667;17.15
2020-04-12 18:30:00+00:00;17.39;0;0
2020-04-12 18:45:00+00:00;17.42;0;0
2020-04-12 19:00:00+00:00;16.55;0;0
2020-04-12 19:15:00+00:00;15.37;0;0
2020-04-12 19:30:00+00:00;15.13;0;0
2020-04-12 19:45:00+00:00;15.2;0;0
2020-04-12 20:00:00+00:00;15.34;0;0
2020-04-12 20:15:00+00:00;15.18;0;0
2020-04-12 20:30:00+00:00;14.95;0;0
2020-04-12 20:45:00+00:00;14.38;0;0
2020-04-12 21:00:00+00:00;13.69;0;0
2020-04-12 21:15:00+00:00;13.8;0;0
2020-04-12 21:30:00+00:00;14.49;0;0
2020-04-12 21:45:00+00:00;14.78;0;0
2020-04-12 22:00:00+00:00;14.48;0;0
2020-04-12 22:15:00+00:00;13.83;0;0
2020-04-12 22:30:00+00:00;13.12;0;0
2020-04-12 22:45:00+00:00;12.37;0;0
2020-04-12 23:00:00+00:00;12.05;0;0
2020-04-12 23:15:00+00:00;11.81;0;0
2020-04-12 23:30:00+00:00;10.54;0;0
2020-04-12 23:45:00+00:00;9.8;0;0
2020-04-13 00:00:00+00:00;12.58;0;0
2020-04-13 00:15:00+00:00;12.99;0;0
2020-04-13 00:30:00+00:00;12.78;0;0
2020-04-13 00:45:00+00:00;12.68;0;0
2020-04-13 01:00:00+00:00;12.31;0;0
2020-04-13 01:15:00+00:00;11.87;0;0
2020-04-13 01:30:00+00:00;11.48;0;0
2020-04-13 01:45:00+00:00;11.39;0;0
2020-04-13 02:00:00+00:00;11.3;0;0
2020-04-13 02:15:00+00:00;10.72;0;0
2020-04-13 02:30:00+00:00;10.67;0;0
2020-04-13 02:45:00+00:00;10.51;0;0
2020-04-13 03:00:00+00:00;10.24;0;0
2020-04-13 03:15:00+00:00;9.91;0;0
2020-04-13 03:30:00+00:00;9.63;0;0
2020-04-13 03:45:00+00:00;9.34;0;0
2020-04-13 04:00:00+00:00;09.05;0;0
2020-04-13 04:15:00+00:00;8.76;0;0
2020-04-13 04:30:00+00:00;8.59;0;0
2020-04-13 04:45:00+00:00;8.54;0;0
2020-04-13 05:00:00+00:00;8.36;0;02.02
2020-04-13 05:15:00+00:00;8.22;0.596666667;13.51
2020-04-13 05:30:00+00:00;8.17;5.908;23.01
2020-04-13 05:45:00+00:00;7.97;9.532;23.01
2020-04-13 06:00:00+00:00;7.69;28.12066667;30.97
2020-04-13 06:15:00+00:00;7.51;24.63133333;44.52
2020-04-13 06:30:00+00:00;7.46;17.35066667;58.39
2020-04-13 06:45:00+00:00;7.32;14.45466667;72.54
2020-04-13 07:00:00+00:00;7.11;26.074;79.56
2020-04-13 07:15:00+00:00;07.04;43.46733333;91.61
2020-04-13 07:30:00+00:00;7.17;30.09266667;95.81
2020-04-13 07:45:00+00:00;7.19;24.094;93.14
2020-04-13 08:00:00+00:00;07.05;17.17;102.81
2020-04-13 08:15:00+00:00;7.12;21.05733333;120.65
2020-04-13 08:30:00+00:00;7.33;19.92266667;146.91
2020-04-13 08:45:00+00:00;7.6;21.85733333;180.56
2020-04-13 09:00:00+00:00;7.94;36.52533333;237.68
2020-04-13 09:15:00+00:00;8.34;33.39;286.22
2020-04-13 09:30:00+00:00;8.92;39.81066667;381.58
2020-04-13 09:45:00+00:00;9.64;50.77266667;517.9
2020-04-13 10:00:00+00:00;10.04;73.226;643.13
2020-04-13 10:15:00+00:00;10.4;81.38666667;641.79
2020-04-13 10:30:00+00:00;10.65;54.694;640.3
2020-04-13 10:45:00+00:00;10.87;47.83933333;638.7
2020-04-13 11:00:00+00:00;11.11;64.96133333;634.45
2020-04-13 11:15:00+00:00;11.3;70.40866667;631.83
2020-04-13 11:30:00+00:00;11.42;84.20933333;620.13
2020-04-13 11:45:00+00:00;11.56;67.14866667;600.48
2020-04-13 12:00:00+00:00;11.67;94.45666667;555.43
2020-04-13 12:15:00+00:00;11.53;144.3893333;528.45
2020-04-13 12:30:00+00:00;11.29;190.4353333;506.07
2020-04-13 12:45:00+00:00;11.23;237.0473333;487.71
2020-04-13 13:00:00+00:00;11.31;218.9613333;494.51
2020-04-13 13:15:00+00:00;11.52;209.1766667;593.56
2020-04-13 13:30:00+00:00;11.81;222.2393333;650.46
2020-04-13 13:45:00+00:00;12.02;214.5306667;670.46
2020-04-13 14:00:00+00:00;12.2;206.6013333;640.28
2020-04-13 14:15:00+00:00;12.29;194.2173333;613.95
2020-04-13 14:30:00+00:00;12.32;181.2566667;586.56
2020-04-13 14:45:00+00:00;12.27;167.3013333;558.24
2020-04-13 15:00:00+00:00;12.23;153.5233333;510.64
2020-04-13 15:15:00+00:00;12.09;139.554;475.5
2020-04-13 15:30:00+00:00;11.94;123.95;439.99
2020-04-13 15:45:00+00:00;11.75;106.7346667;404.17
2020-04-13 16:00:00+00:00;11.46;90.23333333;347.51
2020-04-13 16:15:00+00:00;11.16;73.29733333;308.14
2020-04-13 16:30:00+00:00;10.81;57.03933333;269.28
2020-04-13 16:45:00+00:00;10.37;40.34933333;230.89
2020-04-13 17:00:00+00:00;9.87;26.27666667;172.34
2020-04-13 17:15:00+00:00;9.38;15.15333333;133.34
2020-04-13 17:30:00+00:00;8.86;9.057333333;97.85
2020-04-13 17:45:00+00:00;8.31;5.664;65.44
2020-04-13 18:00:00+00:00;7.77;2.812666667;23.21
2020-04-13 18:15:00+00:00;7.29;0.482666667;23.21
2020-04-13 18:30:00+00:00;6.78;0;0
2020-04-13 18:45:00+00:00;6.34;0;0
2020-04-13 19:00:00+00:00;5.96;0;0
2020-04-13 19:15:00+00:00;5.6;0;0
2020-04-13 19:30:00+00:00;5.23;0;0
2020-04-13 19:45:00+00:00;4.88;0;0
2020-04-13 20:00:00+00:00;4.54;0;0
2020-04-13 20:15:00+00:00;4.23;0;0
2020-04-13 20:30:00+00:00;3.94;0;0
2020-04-13 20:45:00+00:00;3.67;0;0
2020-04-13 21:00:00+00:00;3.4;0;0
2020-04-13 21:15:00+00:00;3.13;0;0
2020-04-13 21:30:00+00:00;2.88;0;0
2020-04-13 21:45:00+00:00;2.64;0;0
2020-04-13 22:00:00+00:00;2.39;0;0
2020-04-13 22:15:00+00:00;2.15;0;0
2020-04-13 22:30:00+00:00;1.91;0;0
2020-04-13 22:45:00+00:00;1.66;0;0
2020-04-13 23:00:00+00:00;1.42;0;0
2020-04-13 23:15:00+00:00;1.19;0;0
2020-04-13 23:30:00+00:00;0.98;0;0
2020-04-13 23:45:00+00:00;0.79;0;0
2020-04-14 00:00:00+00:00;0.38;0;0
2020-04-14 00:15:00+00:00;0.2;0;0
2020-04-14 00:30:00+00:00;0.01;0;0
2020-04-14 00:45:00+00:00;-0.22;0;0
2020-04-14 01:00:00+00:00;-0.48;0;0
2020-04-14 01:15:00+00:00;-0.72;0;0
2020-04-14 01:30:00+00:00;-0.95;0;0
2020-04-14 01:45:00+00:00;-1.16;0;0
2020-04-14 02:00:00+00:00;-1.38;0;0
2020-04-14 02:15:00+00:00;-1.6;0;0
2020-04-14 02:30:00+00:00;-1.81;0;0
2020-04-14 02:45:00+00:00;-2;0;0
2020-04-14 03:00:00+00:00;-2.09;0;0
2020-04-14 03:15:00+00:00;-2.27;0;0
2020-04-14 03:30:00+00:00;-2.44;0;0
2020-04-14 03:45:00+00:00;-2.51;0;0
2020-04-14 04:00:00+00:00;-2.6;0;0
2020-04-14 04:15:00+00:00;-2.59;0;0
2020-04-14 04:30:00+00:00;-2.63;0;0
2020-04-14 04:45:00+00:00;-2.69;0;0
2020-04-14 05:00:00+00:00;-2.97;0.608;3.63
2020-04-14 05:15:00+00:00;-2.74;5.226;20.36
2020-04-14 05:30:00+00:00;-2.22;8.528;38.29
2020-04-14 05:45:00+00:00;-2.14;14.05333333;38.29
2020-04-14 06:00:00+00:00;-2.06;20.67;93.95
2020-04-14 06:15:00+00:00;-1.83;33.77;146.7
2020-04-14 06:30:00+00:00;-1.31;47.04866667;198.83
2020-04-14 06:45:00+00:00;-0.41;48.97866667;250.44
2020-04-14 07:00:00+00:00;0.45;52.92666667;309.95
2020-04-14 07:15:00+00:00;1.1;112.0006667;349.23
2020-04-14 07:30:00+00:00;1.92;116.9106667;386.98
2020-04-14 07:45:00+00:00;2.72;73.01933333;423.4
2020-04-14 08:00:00+00:00;3.37;56.88133333;476.85
2020-04-14 08:15:00+00:00;3.91;97.58266667;511.25
2020-04-14 08:30:00+00:00;4.37;48.55733333;543.61
2020-04-14 08:45:00+00:00;4.77;51.06733333;574.19
2020-04-14 09:00:00+00:00;05.04;45.43066667;617.14
2020-04-14 09:15:00+00:00;5.3;47.90133333;643.74
2020-04-14 09:30:00+00:00;5.65;69.49533333;668.21
2020-04-14 09:45:00+00:00;06.03;128.018;690.83
2020-04-14 10:00:00+00:00;6.39;141.3886667;720.48
2020-04-14 10:15:00+00:00;6.73;139.746;737.1
2020-04-14 10:30:00+00:00;07.08;194.8893333;751.43
2020-04-14 10:45:00+00:00;7.4;120.214;763.77
2020-04-14 11:00:00+00:00;7.62;158.9986667;777.24
2020-04-14 11:15:00+00:00;7.79;181.22;782.67
2020-04-14 11:30:00+00:00;7.96;168.508;785.97
2020-04-14 11:45:00+00:00;8.11;148.7433333;787.41
2020-04-14 12:00:00+00:00;8.25;171.57;783.79
2020-04-14 12:15:00+00:00;8.41;184.0533333;777.22
2020-04-14 12:30:00+00:00;8.58;175.534;768.85
2020-04-14 12:45:00+00:00;8.71;175;758.91
2020-04-14 13:00:00+00:00;8.81;126.716;738.41
2020-04-14 13:15:00+00:00;8.92;184.9093333;720.39
2020-04-14 13:30:00+00:00;09.03;173.638;700.85
2020-04-14 13:45:00+00:00;9.1;187.7426667;679.99
2020-04-14 14:00:00+00:00;9.15;188.912;643.75
2020-04-14 14:15:00+00:00;9.22;81.55933333;616.25
2020-04-14 14:30:00+00:00;9.27;189.6793333;588.02
2020-04-14 14:45:00+00:00;9.3;123.4993333;559.16
2020-04-14 15:00:00+00:00;9.31;169.9193333;511.44
2020-04-14 15:15:00+00:00;9.33;129.002;476.57
2020-04-14 15:30:00+00:00;9.33;122.694;441.39
2020-04-14 15:45:00+00:00;9.3;107.6273333;405.93
2020-04-14 16:00:00+00:00;9.16;89.84933333;349.44
2020-04-14 16:15:00+00:00;09.04;71.84866667;309.86
2020-04-14 16:30:00+00:00;8.92;55.82266667;270.94
2020-04-14 16:45:00+00:00;8.77;39.91733333;232.6
2020-04-14 17:00:00+00:00;8.57;26.65466667;173.98
2020-04-14 17:15:00+00:00;8.36;15.432;134.94
2020-04-14 17:30:00+00:00;08.07;9.164666667;99.59
2020-04-14 17:45:00+00:00;7.72;5.676666667;67.46
2020-04-14 18:00:00+00:00;7.29;2.985333333;25.52
2020-04-14 18:15:00+00:00;6.9;0.48;25.52
2020-04-14 18:30:00+00:00;6.33;0;0
2020-04-14 18:45:00+00:00;5.43;0;0
2020-04-14 19:00:00+00:00;4.88;0;0
2020-04-14 19:15:00+00:00;05.07;0;0
2020-04-14 19:30:00+00:00;5.32;0;0
2020-04-14 19:45:00+00:00;5.36;0;0
2020-04-14 20:00:00+00:00;5.21;0;0
2020-04-14 20:15:00+00:00;4.89;0;0
2020-04-14 20:30:00+00:00;4.63;0;0
2020-04-14 20:45:00+00:00;4.45;0;0
2020-04-14 21:00:00+00:00;4.3;0;0
2020-04-14 21:15:00+00:00;4.12;0;0
2020-04-14 21:30:00+00:00;3.69;0;0
2020-04-14 21:45:00+00:00;03.02;0;0
2020-04-14 22:00:00+00:00;2.19;0;0
2020-04-14 22:15:00+00:00;1.94;0;0
2020-04-14 22:30:00+00:00;1.86;0;0
2020-04-14 22:45:00+00:00;1.72;0;0
2020-04-14 23:00:00+00:00;1.81;0;0
2020-04-14 23:15:00+00:00;1.87;0;0
2020-04-14 23:30:00+00:00;1.79;0;0
2020-04-14 23:45:00+00:00;1.73;0;0
2020-04-15 00:00:00+00:00;1.59;0;0
2020-04-15 00:15:00+00:00;1.44;0;0
2020-04-15 00:30:00+00:00;1.27;0;0
2020-04-15 00:45:00+00:00;1.16;0;0
2020-04-15 01:00:00+00:00;01.01;0;0
2020-04-15 01:15:00+00:00;1.13;0;0
2020-04-15 01:30:00+00:00;1.25;0;0
2020-04-15 01:45:00+00:00;1.24;0;0
2020-04-15 02:00:00+00:00;1.24;0;0
2020-04-15 02:15:00+00:00;1.21;0;0
2020-04-15 02:30:00+00:00;01.08;0;0
2020-04-15 02:45:00+00:00;0.96;0;0
2020-04-15 03:00:00+00:00;0.77;0;0
2020-04-15 03:15:00+00:00;0.74;0;0
2020-04-15 03:30:00+00:00;0.68;0;0
2020-04-15 03:45:00+00:00;0.64;0;0
2020-04-15 04:00:00+00:00;0.57;0;0
2020-04-15 04:15:00+00:00;0.4;0;0
2020-04-15 04:30:00+00:00;0.14;0;0
2020-04-15 04:45:00+00:00;-0.09;0.230666667;0
2020-04-15 05:00:00+00:00;-0.15;3.676666667;05.04
2020-04-15 05:15:00+00:00;-0.12;9.451333333;26.35
2020-04-15 05:30:00+00:00;0.1;17.00933333;57.09
2020-04-15 05:45:00+00:00;0.38;26.414;57.09
2020-04-15 06:00:00+00:00;0.78;34.84333333;130.89
2020-04-15 06:15:00+00:00;1.7;45.83333333;169.81
2020-04-15 06:30:00+00:00;2.8;58.52133333;208.11
2020-04-15 06:45:00+00:00;3.74;73.45333333;245.87
2020-04-15 07:00:00+00:00;4.76;90.09066667;303.69
2020-04-15 07:15:00+00:00;5.65;102.3113333;342.46
2020-04-15 07:30:00+00:00;6.39;119.4146667;379.76
2020-04-15 07:45:00+00:00;7.23;131.7586667;415.76
2020-04-15 08:00:00+00:00;08.02;126.6;468.64
2020-04-15 08:15:00+00:00;8.59;149.6306667;502.82
2020-04-15 08:30:00+00:00;9.11;182.5326667;535.06
2020-04-15 08:45:00+00:00;9.63;206.314;565.61
2020-04-15 09:00:00+00:00;10.04;229.7366667;608.65
2020-04-15 09:15:00+00:00;10.39;233.964;635.13
2020-04-15 09:30:00+00:00;10.68;226.5093333;659.4
2020-04-15 09:45:00+00:00;11.03;237.5166667;681.74
2020-04-15 10:00:00+00:00;11.31;227.5306667;711.09
2020-04-15 10:15:00+00:00;11.55;234.096;727.62
2020-04-15 10:30:00+00:00;11.8;247.7226667;741.93
2020-04-15 10:45:00+00:00;12.07;216.5646667;754.29
2020-04-15 11:00:00+00:00;12.37;236.726;767.8
2020-04-15 11:15:00+00:00;12.73;243.8993333;773.09
2020-04-15 11:30:00+00:00;13.14;243.4093333;776.05
2020-04-15 11:45:00+00:00;13.57;233.4913333;777
2020-04-15 12:00:00+00:00;13.97;250.7393333;770.3
2020-04-15 12:15:00+00:00;14.31;246.8493333;762.31
2020-04-15 12:30:00+00:00;14.6;233.4713333;749.97
2020-04-15 12:45:00+00:00;14.83;210.0006667;733.83
2020-04-15 13:00:00+00:00;15.01;200.8633333;691.78
2020-04-15 13:15:00+00:00;15.18;199.088;654.24
2020-04-15 13:30:00+00:00;15.35;191.3313333;617.78
2020-04-15 13:45:00+00:00;15.5;188.764;582.26
2020-04-15 14:00:00+00:00;15.66;156.0313333;536.48
2020-04-15 14:15:00+00:00;15.82;139.5786667;502.72
2020-04-15 14:30:00+00:00;15.98;155.618;473.1
2020-04-15 14:45:00+00:00;16.17;140.9133333;447.09
2020-04-15 15:00:00+00:00;16.38;145.512;420.31
2020-04-15 15:15:00+00:00;16.57;127.2786667;397.63
2020-04-15 15:30:00+00:00;16.69;89.49333333;365.02
2020-04-15 15:45:00+00:00;16.71;81.21466667;323.72
2020-04-15 16:00:00+00:00;16.62;73.86866667;242.93
2020-04-15 16:15:00+00:00;16.55;68.584;204.49
2020-04-15 16:30:00+00:00;16.48;52.112;174.08
2020-04-15 16:45:00+00:00;16.36;41.35866667;150.68
2020-04-15 17:00:00+00:00;16.2;35.316;125.69
2020-04-15 17:15:00+00:00;15.97;28.02066667;118.11
2020-04-15 17:30:00+00:00;15.6;20.38933333;99.22
2020-04-15 17:45:00+00:00;15.03;11.644;70.43
2020-04-15 18:00:00+00:00;14.29;5.191333333;26.96
2020-04-15 18:15:00+00:00;13.41;1.098666667;26.96
2020-04-15 18:30:00+00:00;12.68;0;0
2020-04-15 18:45:00+00:00;12.61;0;0
2020-04-15 19:00:00+00:00;13.01;0;0
2020-04-15 19:15:00+00:00;13.23;0;0
2020-04-15 19:30:00+00:00;13.24;0;0
2020-04-15 19:45:00+00:00;13.09;0;0
2020-04-15 20:00:00+00:00;12.85;0;0
2020-04-15 20:15:00+00:00;12.49;0;0
2020-04-15 20:30:00+00:00;12;0;0
2020-04-15 20:45:00+00:00;11.46;0;0
2020-04-15 21:00:00+00:00;11.15;0;0
2020-04-15 21:15:00+00:00;10.79;0;0
2020-04-15 21:30:00+00:00;10.53;0;0
2020-04-15 21:45:00+00:00;10.28;0;0
2020-04-15 22:00:00+00:00;10.09;0;0
2020-04-15 22:15:00+00:00;10.03;0;0
2020-04-15 22:30:00+00:00;10.02;0;0
2020-04-15 22:45:00+00:00;9.89;0;0
2020-04-15 23:00:00+00:00;9.72;0;0
2020-04-15 23:15:00+00:00;9.4;0;0
2020-04-15 23:30:00+00:00;9.32;0;0
2020-04-15 23:45:00+00:00;9.27;0;0
2020-04-16 00:00:00+00:00;8.86;0;0
2020-04-16 00:15:00+00:00;8.76;0;0
2020-04-16 00:30:00+00:00;8.51;0;0
2020-04-16 00:45:00+00:00;7.33;0;0
2020-04-16 01:00:00+00:00;08.06;0;0
2020-04-16 01:15:00+00:00;08.06;0;0
2020-04-16 01:30:00+00:00;7.44;0;0
2020-04-16 01:45:00+00:00;7.58;0;0
2020-04-16 02:00:00+00:00;7.68;0;0
2020-04-16 02:15:00+00:00;6.85;0;0
2020-04-16 02:30:00+00:00;6.47;0;0
2020-04-16 02:45:00+00:00;6.51;0;0
2020-04-16 03:00:00+00:00;6.35;0;0
2020-04-16 03:15:00+00:00;06.08;0;0
2020-04-16 03:30:00+00:00;06.05;0;0
2020-04-16 03:45:00+00:00;6.29;0;0
2020-04-16 04:00:00+00:00;6.39;0;0
